Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,BrewMethod
Zombie Dust,American IPA,38,1.061,1.016,5.99,62.89,8.51,45.3,60,70,All Grain
Hop hands clone,American IPA,22.71,1.048,1.009,5.13,41.47,6.24,30.28,60,55,All Grain
Fresh Squeezed,American IPA,20.82,1.066,1.016,6.45,63.24,12.38,26.5,90,60,All Grain
West Coast IPA,American IPA,23,1.061,1.015,6.03,63.08,4.31,28,90,67,All Grain
Hit Em Up,American IPA,9.46,1.101,1.024,10.12,87.43,5.1,13.25,60,0,extract
Sculpin Grapefruit IPA,American IPA,12,1.061,1.01,6.67,44.41,7.9,16.5,60,70,All Grain
Add Junk - American Adjunct IPA,American IPA,7.5,1.058,1.015,5.65,47.41,6.29,9,90,70,All Grain
Crank Shaft Session IPA,American IPA,37.85,1.046,1.017,3.84,31.65,8.11,45.42,60,70,All Grain
Copper co-hop,American IPA,20,1.107,1.018,11.72,51.46,18.37,28,60,70,All Grain
Hop Haze 3.0 (citra/medusa),American IPA,20.82,1.058,1.018,5.15,28.68,5.94,24.61,60,70,All Grain
Deschutes Red Chair NWPA BIAB,American IPA,12.3,1.057,1.015,5.52,61.79,8.73,17.03,60,75,BIAB
Amarillo PalePA - Big Batch,American IPA,90.85,1.061,1.017,5.78,67.78,4.78,90.85,90,80,All Grain
No.3,American IPA,15.14,1.068,1.019,6.41,45.89,4.96,22.71,60,70,All Grain
Black Hole IPA [Great Fermentations Kit],American IPA,18.93,1.067,1.017,6.7,0,29,11.36,60,75,Partial Mash
Electric Blanket IPA,American IPA,12.3,1.054,1.01,5.69,51.71,8.56,17.03,60,70,BIAB
IPA (idea),American IPA,18.93,1.059,1.014,5.9,86.74,4.86,11.36,60,35,extract
WTF Was He Thinking,American IPA,20.06,1.066,1.012,7.16,85.88,9.42,24.61,60,75,All Grain
Gooseberry IPA,American IPA,22.71,1.072,1.016,7.36,69.66,5.24,28.39,60,80,All Grain
Dead Ringer IPA,American IPA,20.82,1.083,1.021,8.2,69.4,13.98,18.93,60,35,extract
CITRA IPA,American IPA,20.82,1.061,1.018,5.65,51,7.44,28.39,60,70,All Grain
IOC IPA,American IPA,20.82,1.078,1.018,7.85,157.19,10.4,28.39,90,70,All Grain
Flower Power,American IPA,18.93,1.06,1.014,6.04,40.26,8.13,24.61,60,63,All Grain
Ella,American IPA,19.87,1.062,1.014,6.18,33.51,7.11,28.01,60,65,BIAB
Han Solo,American IPA,20.82,1.06,1.011,6.5,53.03,9.02,28.39,60,70,BIAB
Cold Harbor IPA,American IPA,20.82,1.069,1.015,7.12,70.01,7.47,28.39,60,70,All Grain
Down Under IPA,American IPA,18.93,1.056,1.013,5.59,38.35,6.32,13.25,60,70,Partial Mash
IPA SQL,American IPA,19.87,1.065,1.016,6.39,77.3,5.86,28.39,60,65,All Grain
Give me Belma. In water.,American IPA,27.44,1.07,1.012,7.56,139.41,5.7,35.96,90,75,All Grain
DEL ICIOUS,American IPA,37.85,1.068,1.016,6.79,113.03,8.24,49.21,60,75,All Grain
Funky Ipa,American IPA,25.5,1.049,1.008,5.44,54.89,5.83,29,60,75,All Grain
Pacific Jade,American IPA,30,1.055,1.009,6.07,70.64,5.84,32,60,75,All Grain
Amarillo and simcoe IPA,American IPA,21,1.061,1.016,5.96,50.41,5.67,25,60,68,All Grain
Supercharger clone,American IPA,21,1.052,1.01,5.52,57.23,5.17,28,60,75,All Grain
Austmann Humledugg klone,American IPA,40,1.064,1.012,6.87,53.86,9.32,43,60,75,All Grain
Schiefloes IPA,American IPA,22,1.065,1.015,6.51,80.58,11.47,28,90,65,All Grain
Blakerton's Fresh Squeezed IPA Homage,American IPA,41.64,1.064,1.011,7.03,68.14,10.17,47.32,60,70,All Grain
Fresh Squeezed IPA Partial Mash,American IPA,20.82,1.059,1.016,5.68,101.09,8.78,24.61,60,60,Partial Mash
Red Strict Delight DIPA,American IPA,19,1.092,1.023,9.02,116.71,15.07,22.4,90,65,All Grain
C9D Lagunitas IPA (+) ? 10.16.15 (Left),American IPA,20.82,1.076,1.025,6.61,101.39,11.7,30.28,60,76,BIAB
India Pale Lager,American IPA,18.93,1.06,1.009,6.66,70.34,6.95,23.09,60,72,All Grain
Fiesty Chawlee IPA,American IPA,18.93,1.065,1.02,5.86,36.96,6.51,15.14,60,70,Partial Mash
Ipa houblon intense,American IPA,23,1.07,1.017,6.86,70.93,13.62,40,60,75,All Grain
B & G Pliney,American IPA,23.47,1.073,1.017,7.31,269.36,5.41,30.28,90,75,All Grain
Thor's Hop Hammer,American IPA,41.64,1.073,1.016,7.59,77.83,9.75,47.32,90,74,All Grain
Mosquito bite ipa,American IPA,22.71,1.067,1.017,6.6,0,6.95,30.28,90,75,All Grain
Punk IPA clone,American IPA,11,1.058,1.01,6.4,56.86,4.92,14.8,60,65,All Grain
Defalcos Yellow Rose Clone (Extract),American IPA,18.93,1.06,1.014,6.05,58.27,5.65,15.14,60,35,Partial Mash
Over the Top IPA,American IPA,18.93,1.097,1.025,9.38,159.03,6.31,24.61,60,70,All Grain
Milkshake Funk IPA,American IPA,22.71,1.064,1.025,5.1,75,7.33,28.39,60,75,All Grain
20/20 Eye PA,American IPA,20.82,1.057,1.014,5.61,66.6,8.65,25.55,60,70,All Grain
My Favorite IPA (Avery IPA Clone),American IPA,19.87,1.061,1.019,5.56,67.65,9.19,23.66,60,66,All Grain
Wai-Iti SMaSH,American IPA,15,1.047,1.01,4.84,38.7,5.49,22,60,80,All Grain
?4?,American IPA,20,1.057,1.012,5.82,35.28,4.32,24.5,60,71,All Grain
IPA,American IPA,23.66,1.004,1.001,0.42,0,0.64,30.28,60,72,All Grain
Amarillo single hop,American IPA,62,1.058,1.011,6.25,38.35,7.65,75,60,80,All Grain
VandalEyesPA,American IPA,18.93,1.065,1.012,6.94,77.58,7.98,9.46,60,35,extract
16,American IPA,4.5,1.09,1.025,8.5,157.37,6.68,8,60,70,All Grain
BOB (Black on Black) 377 5%,American IPA,613.24,1.061,1.015,6.03,55.04,29.73,620.81,90,78,All Grain
Mirror Pond Clone,American IPA,45.42,1.065,1.016,6.42,45.66,8.78,60.57,90,75,All Grain
07 - Golden Spruce IPA,American IPA,20.82,1.059,1.015,5.77,55.74,10.34,24.61,60,70,All Grain
Double Simcoe IPA,American IPA,4.5,1.065,1.018,6.13,66.98,5.9,4.5,60,35,extract
American IPA,American IPA,19.87,1.064,1.012,6.83,69.5,7.76,18.93,60,35,extract
Foggy Mountain Meltdown Grapefruit IPA,American IPA,45.42,1.08,1.015,8.44,116.47,5.21,53,60,83.6,All Grain
Centennial clone 1,American IPA,25,1.065,1.011,7.05,53.35,10.2,33,60,75,All Grain
TapWater Pale,American IPA,9.46,1.067,1.017,6.61,0,10.33,18.93,60,75,All Grain
Last Sip of Freedom,American IPA,21.77,1.058,1.012,6.08,47.1,6.92,30.28,60,73,BIAB
Mosaic Smash,American IPA,19.87,1.061,1.014,6.21,77.04,4.16,26.5,60,67,All Grain
Curmudgeon C Cubed,American IPA,20.82,1.053,1.014,5.12,65.36,8.69,11.36,60,35,extract
Reittaus-IPA,American IPA,20,1.077,1.021,7.33,79.73,4.71,20,90,70,All Grain
Deschutes Fresh Squeezed IPA,American IPA,20.82,1.063,1.017,6.15,63.71,14.27,24.61,60,70,All Grain
Black NE IPA,American IPA,37.85,1.073,1.017,7.27,81.33,38.74,47.32,60,68,All Grain
Breckenridge 471 clone,American IPA,20.82,1.098,1.028,9.25,116.18,10.16,28.39,60,70,All Grain
Holiday 90 min IPA,American IPA,34.07,1.059,1.018,5.38,66.99,5.91,39.75,60,80,All Grain
UBX - IPA,American IPA,60,1.059,1.007,6.8,36.06,12.76,70,60,75,All Grain
Indian Pale Ale,American IPA,1000,1.045,1.008,4.74,82.63,5.21,1000,60,70,All Grain
AGC IPA,American IPA,37.85,1.064,1.014,6.62,56.36,6.3,43.53,60,70,All Grain
Basic Bitch IPA v1.8,American IPA,22.71,1.069,1.017,6.81,49.91,32.05,28.01,60,75,BIAB
Mosaic extract smash ipa,American IPA,20.44,1.052,1.006,6.05,44.94,4.15,26.5,60,100,extract
NZ AU Juicy Devil NEIPA,American IPA,20.82,1.065,1.011,7.08,65.74,5.78,28.39,60,58,All Grain
Linear IPA,American IPA,40,1.061,1.01,6.6,39.76,7.75,45,60,80,All Grain
Siren - Ten Dollar Shake - clone,American IPA,19,1.067,1.024,5.62,58.63,4.33,26,90,75,All Grain
NB Kama Citra,American IPA,20.82,1.05,1.009,5.4,67.32,7.35,26.5,60,75,BIAB
43 - West Coast IPA - 02-04-16 **1st Brewbri...,American IPA,21.5,1.061,1.011,6.55,85.53,7.86,26,60,78,BIAB
4Gs Session IPA,American IPA,19.68,1.047,1.013,4.46,47.85,12.08,26.5,60,70,All Grain
Secret santa 1 Vic secret IPA,American IPA,20.82,1.06,1.014,5.97,50.36,5.53,26.5,60,70,All Grain
Dry Hopped Citra IPA,American IPA,41.64,1.065,1.016,6.37,57.57,11.33,49.21,60,70,All Grain
Hazy Citrus IPA,American IPA,20.82,1.067,1.017,6.58,67.77,4.31,28.39,60,75,BIAB
Nenna Azacca IPA,American IPA,19,1.05,1.008,5.47,47.78,6.31,26,60,66,All Grain
MOFF SMaSH,American IPA,7.57,1.067,1.013,7.07,51.21,6.93,11.36,60,70,BIAB
Alaska Malamut,American IPA,35,1.085,1.016,9.05,55.77,3.9,35,90,35,extract
LeMon IPA,American IPA,22,1.054,1.01,5.82,0,10.96,27,60,70,BIAB
Sun Dog Dark Ale - Trial 3,American IPA,18.93,1.07,1.016,7.11,105.39,32.52,24.61,60,58,All Grain
Simcoe Warrior,American IPA,11.36,1.069,1.013,7.35,105.26,8.84,13.25,60,75,All Grain
Lakefront IBA - Clone - 10 Gal,American IPA,41.64,1.06,1.017,5.64,75.79,27.65,56.78,90,70,All Grain
Session IPA,American IPA,5,1.042,1.009,4.38,28.99,5.71,8.5,60,75,All Grain
CF IPA,American IPA,18.93,1.06,1.018,5.51,90.78,9.36,22.71,60,70,All Grain
Chinook Single Hop,American IPA,45,1.078,1.013,8.46,40.75,7.21,52,60,75,All Grain
Uhtred's 2015 IPA,American IPA,18.93,1.05,1.013,4.92,44.03,11.82,8.52,60,50,extract
41ms IPA,American IPA,42,1.068,1.019,6.41,67.16,8.23,49.5,60,60,BIAB
Coffee IPA,American IPA,13.25,1.063,1.013,6.57,100.3,6.17,17.03,60,35,extract
Yuletide IPA 10,American IPA,37.85,1.072,1.016,7.26,51.04,7.44,51.1,90,75,All Grain
ABC Hop Sanatorium,American IPA,25,1.063,1.012,6.69,67.26,11.86,28.5,90,75,All Grain
Chinook SMaSH,American IPA,11.36,1.071,1.017,7.1,73.48,7.24,17.03,60,70,All Grain
NEIPA Galaxy-Ella-Vic Secret,American IPA,20.82,1.059,1.017,5.79,20.28,4.58,28.39,60,60,BIAB
Red IPA 2,American IPA,20.82,1.078,1.014,8.46,90.22,16.9,28.39,60,80,All Grain
7 Fjell Fløien ipa - Klone,American IPA,15,1.066,1.017,6.51,77.65,8.95,18,90,70,BIAB
Kama Citra Session IPA (All Grain),American IPA,20.82,1.05,1.009,5.4,66.11,7.35,28.39,60,75,BIAB
Kiwi Light IPA,American IPA,20.82,1.062,1.015,6.2,58.96,3.98,15.14,60,35,extract
Hopwired,American IPA,15,1.077,1.019,7.7,82.12,11.02,20,60,70,BIAB
Covet,American IPA,41.6,1.058,1.01,6.24,76.31,5.42,52.8,60,84,All Grain
Session IPA,American IPA,20.33,1.054,1.011,5.63,31.27,4.34,11.36,60,85,Partial Mash
Falconer's Flight IPA,American IPA,20.82,1.065,1.017,6.21,77.62,6.08,28.39,60,70,All Grain
Hop in the Dark Clone,American IPA,41.64,1.068,1.017,6.78,178.08,29.02,49.59,60,75,All Grain
Doghead Fish IPA,American IPA,10,1.058,1.014,5.69,52.15,12.04,14.5,60,60,All Grain
Citrapa,American IPA,18.93,1.067,1.019,6.29,57.76,6.34,11.36,60,75,Partial Mash
IPA #1,American IPA,20.44,1.068,1.017,6.69,92.88,11.83,24.98,60,65,All Grain
Zombie Dust,American IPA,18.17,1.059,1.011,6.25,75.11,9.32,20.82,60,35,extract
Saku koduõlu (IPA),American IPA,22,1.06,1.015,5.95,0,13.37,28.5,60,75,All Grain
10 G AG Zombie Dust,American IPA,41.64,1.072,1.018,7.13,75.52,9.27,49.21,60,70,All Grain
Kenta (Full fräs III),American IPA,27,1.063,1.014,6.49,68.58,13.79,33.5,60,70,All Grain
Viking Ale,American IPA,64.35,1.053,1.009,5.79,49.97,5.83,77.22,60,74,All Grain
Polar Beer Day IPA v1,American IPA,11.36,1.073,1.015,7.69,76.55,6.69,16.28,60,72,BIAB
Ragged Rock Ale,American IPA,20.82,1.074,1.02,7.02,67.01,9.66,28.39,60,70,All Grain
Hepne brygg #3,American IPA,20,1.065,1.018,6.15,69.36,9.72,24,60,50,extract
Mango ChiliPA,American IPA,20.82,1.07,1.019,6.67,60.5,7.83,28.39,60,75,All Grain
Carrot IPA,American IPA,18.93,1.061,1.017,5.8,94.62,8.27,15.14,60,60,Partial Mash
Tongue Thumper IPA,American IPA,19.87,1.078,1.019,7.65,61.56,37.84,15.14,60,35,extract
IPA No. 10,American IPA,12.11,1.062,1.014,6.27,55.51,5.02,17.03,60,58,BIAB
Blue Chow Amber Ale #1,American IPA,20.82,1.07,1.016,7.04,104.46,10.88,9.46,60,35,extract
Black IPA,American IPA,18.93,1.057,1.014,5.62,0,27.04,18.93,60,70,All Grain
Sun of a Peach,American IPA,30.28,1.064,1.014,6.59,71.43,4.85,37.85,60,70,All Grain
Belgian Black IPA,American IPA,41.64,1.072,1.016,7.37,82.58,40,45.42,60,76,All Grain
Centennial IPA,American IPA,3.79,1.056,1.01,6.13,68.78,11.18,7.57,60,65,All Grain
Simcoe Single Hop IPA,American IPA,24.61,1.052,1.009,5.63,83.06,6.17,30.28,60,65,All Grain
Last Ipa,American IPA,56,1.054,1.012,5.58,35.17,6.54,72,60,73,All Grain
Whiskey Infused American IPA,American IPA,15,1.073,1.018,7.27,55.27,13.45,20,60,70,Partial Mash
The dankness,American IPA,20.82,1.071,1.012,7.7,80.06,4.98,28.39,60,75,All Grain
Effin Offshore IPA,American IPA,9.46,1.061,1.012,6.51,76.28,4.54,7.57,60,64,BIAB
Hoptimum Greenbelt,American IPA,20.82,1.062,1.014,6.29,0,11.1,27.97,60,75,All Grain
Heavy puncher,American IPA,40,1.071,1.02,6.68,86.88,9.75,43,60,70,All Grain
Maris Otter Smash,American IPA,17.03,1.064,1.012,6.83,66.49,6.61,24.61,60,72,All Grain
Sorghum Session IPA (gluten free),American IPA,24,1.056,1.014,5.47,62.34,10.69,29,60,0,extract
[MAH] Tropical IPA,American IPA,20.82,1.051,1.012,5.05,64.64,6.27,26.5,60,50,Partial Mash
Harpoon Leviathan clone,American IPA,20.82,1.095,1.021,9.61,174.5,11.27,28.39,90,70,All Grain
Session citrus,American IPA,21.77,1.06,1.014,5.97,72.12,8.31,27.44,60,70,All Grain
Dead Ringer IPA,American IPA,18.93,1.066,1.013,7.06,51.28,9.7,11.36,60,35,extract
Northeast IPA,American IPA,20.82,1.058,1.017,5.39,157.2,5.48,30.28,60,75,All Grain
Hopadillo clone,American IPA,18.93,1.067,1.016,6.68,93.55,12.08,22.71,60,70,All Grain
Red IPA  version 3,American IPA,20.82,1.058,1.016,5.47,73.57,18.69,28.39,60,70,All Grain
Wedding Brew - Hoppily Ever After,American IPA,18,1.036,1.008,3.67,47.86,13.49,25,90,60,All Grain
Kiwi Express IPA,American IPA,20.82,1.06,1.012,6.24,50.34,4.85,24.61,60,74,BIAB
Head High Clone with Kölsch,American IPA,18.93,1.067,1.017,6.62,82.05,5.93,26.5,90,70,All Grain
Hulk SMaSH IPA,American IPA,18.93,1.057,1.011,6.06,73.79,3.84,18.93,60,70,All Grain
Eruptio,American IPA,34.07,1.071,1.018,7,168.81,5.28,45.42,90,75,All Grain
Brewdog Chaos Theory IPA,American IPA,20,1.067,1.015,6.82,72.24,16.58,25,60,75,All Grain
Cold Cove Brewing - New England Ipa (NEIPA)...,American IPA,50,1.064,1.014,6.5,49.68,5.75,57,90,84,All Grain
Quick and Dirty,American IPA,7.57,1.064,1.018,6.09,104.23,5.39,7.57,60,35,extract
Pangoklon IPA,American IPA,25,1.054,1.01,5.77,45.13,4.24,30,60,67,BIAB
Mitchell James Keesler's Recipe,American IPA,18.93,1.059,1.015,5.8,0,8.2,7.57,60,75,extract
IPA - US/UK style,American IPA,20.82,1.066,1.016,6.65,74.2,13.78,28.39,60,70,All Grain
Brooklyn Brewshop Everyday IPA,American IPA,3.5,1.04,1.01,3.96,116.11,7.19,11,60,35,extract
Surly's Todd the Axe Man Clone,American IPA,6.62,1.077,1.017,7.77,65.13,5.67,11.36,60,75,BIAB
HELLPONY IPA,American IPA,18.93,1.065,1.018,6.16,64.17,8.33,11.36,60,25,extract
Citra/Mosaic IPA,American IPA,20.82,1.066,1.013,7.03,82.89,5.03,24.61,60,35,extract
M80,American IPA,18.93,1.07,1.013,7.47,165.93,6.74,20.82,60,35,extract
Lillo Topaz,American IPA,25,1.051,1.008,5.57,55.01,14.05,25,60,75,All Grain
American ipa 092016,American IPA,31,1.061,1.01,6.66,79.85,8.91,34,60,70,All Grain
Door County NEIPA,American IPA,20.82,1.054,1.011,5.55,63.26,4.41,28.39,60,65,All Grain
KamaSimtra IPA,American IPA,20,1.072,1.014,7.61,79.7,6.22,20,60,65,Partial Mash
Todd the Axeman,American IPA,20.82,1.071,1.016,7.16,79.03,6.31,24.61,60,70,All Grain
Ben's averagely perfect IPA,American IPA,12,1.061,1.012,6.46,59.76,7.02,15.4,60,70,BIAB
City IPA 10 Gallon,American IPA,41.64,1.064,1.011,6.98,63.49,9.65,49.21,60,75,All Grain
Fresh Squeezed IPA Clone,American IPA,20.44,1.062,1.013,6.44,69.29,9.13,27.25,60,70,All Grain
Nelsons Galactic adventure,American IPA,23,1.058,1.016,5.52,43.74,7.93,28.5,60,75,All Grain
007: Golden Warrior,American IPA,20.82,1.061,1.011,6.57,104.39,7.83,30.28,60,70,BIAB
Chinook Rye IPA,American IPA,20.82,1.059,1.014,5.97,59.08,10.95,13.25,60,35,extract
The Winy Child,American IPA,24.61,1.067,1.013,7.08,161.98,7.07,35.96,90,80,All Grain
4Gs Citra AIPA 1.0,American IPA,20.82,1.052,1.009,5.63,62.07,9.2,26.5,60,71,All Grain
End of Summer Session IPA,American IPA,18.93,1.044,1.01,4.6,37.2,8.01,24.61,60,72,All Grain
Fightingtown IPA,American IPA,18.93,1.07,1.017,6.85,67.07,9.21,11.36,60,35,extract
Nelson Low IBU  High Foam,American IPA,42,1.07,1.014,7.3,48.12,6.13,46,60,73,All Grain
Citra IPA,American IPA,11.4,1.071,1.02,6.72,89.64,9.18,17,60,70,All Grain
Cascading Citra IPA,American IPA,18.93,1.068,1.017,6.74,68.43,7.84,28.39,60,70,All Grain
Tsunami IPA,American IPA,23.1,1.075,1.019,7.31,109.36,9.65,30.7,60,75,BIAB
IPA #2,American IPA,20.82,1.07,1.02,6.66,84.7,5.52,28.39,90,80,All Grain
Brewer's Best India Pale Ale,American IPA,18.93,1.058,1.016,5.5,82.01,10.37,9.46,60,35,extract
Pale Ale - Operation Hop Juice CaCL 5 gal...,American IPA,23.66,1.057,1.012,5.85,60.14,7.06,26.5,60,75,BIAB
7 c's rye session black ipa,American IPA,23.66,1.032,1.009,2.94,30.18,22.64,28.39,60,38,extract
Odell IPA,American IPA,20.82,1.068,1.014,7.1,82.23,7.35,25.55,60,70,All Grain
Grape Fruit IPA,American IPA,18.93,1.067,1.017,6.55,70.56,9.51,11.36,60,70,BIAB
Sierra Nevada IPA,American IPA,20,1.051,1.009,5.45,58.96,7.9,12,60,70,Partial Mash
Another Punked IPA,American IPA,23,1.061,1.01,6.68,48.77,6.37,28,60,73,BIAB
Andrimne American IPA,American IPA,21,1.064,1.015,6.37,82.69,6.25,23,90,75,All Grain
Cascade IPA Alpha version,American IPA,18.93,1.066,1.012,7.11,81.89,4.79,26.5,60,70,All Grain
Citrillo IPA,American IPA,18.17,1.053,1.013,5.17,0,3.83,18.93,60,75,extract
Great Odin's Beard IPA,American IPA,18.93,1.083,1.018,8.57,237.3,6.29,28.39,90,70,BIAB
FarEast IPA v2,American IPA,25,1.063,1.012,6.65,86.06,11.72,25,90,75,All Grain
Surly Furious,American IPA,18.93,1.064,1.016,6.27,111.06,18.98,9.46,60,35,extract
Dry IPA,American IPA,9.46,1.066,1.013,7.06,76.27,10.69,11.36,60,35,extract
Freezer Cleaner IPA,American IPA,15.14,1.058,1.013,5.93,116.02,5.59,18.93,90,60,BIAB
Heidi's Hopped Up IPA,American IPA,18.93,1.061,1.017,5.87,71.88,6.79,15.14,60,35,extract
14 - En'whit'enment - IPA 11-07-15,American IPA,20.5,1.071,1.019,6.84,82.44,8.94,25,60,70,BIAB
Shue's Brews IPA,American IPA,18.93,1.072,1.018,7.06,0,8.2,15.14,60,75,extract
NEIPA,American IPA,20.82,1.071,1.017,7,51.91,6.05,26.5,60,65,BIAB
Focal Banger,American IPA,20.82,1.067,1.013,7.16,117.62,4.57,28.39,60,70,All Grain
Lamentation,American IPA,18.93,1.068,1.017,6.63,0,12.34,18.93,60,75,All Grain
German IPA,American IPA,20.82,1.057,1.013,5.79,72.37,5.68,24.61,60,50,All Grain
Highrise,American IPA,18.93,1.003,1.001,0.3,121.73,7.88,9.46,60,35,extract
IPA,American IPA,757.08,1.072,1.014,7.65,68.36,8.41,794.94,60,70,All Grain
AMERICAN DREAM - WORKSHOP,American IPA,48,1.054,1.014,5.31,43.93,5.87,55,60,72,All Grain
Rye IPA,American IPA,20.82,1.067,1.015,6.78,58.12,12.66,28.39,60,75,All Grain
Fat Chance,American IPA,20.82,1.067,1.016,6.75,88.29,44.87,28.39,90,70,BIAB
Fat Tug,American IPA,14,1.07,1.018,6.81,72.36,5.74,20,90,67,BIAB
Red White and Brew,American IPA,20.82,1.06,1.011,6.47,73.66,14.02,28.39,60,70,BIAB
Kernel Double Citra IPA V2,American IPA,22,1.077,1.022,7.27,44.68,5.15,14,60,35,extract
Mitch IPA,American IPA,20.82,1.056,1.014,5.51,69.08,8.44,11.36,60,75,Partial Mash
Cascading IPA,American IPA,20.82,1.08,1.02,7.9,0,7.55,18.93,60,75,Partial Mash
A IPA march 2015,American IPA,21,1.028,1.005,2.95,113.77,7.62,28.5,60,35,All Grain
Hop Candy IPA,American IPA,18.93,1.065,1.019,6.04,41.25,5.91,28.39,60,70,All Grain
Bob's Extra IPA,American IPA,18.93,1.073,1.02,6.92,93.14,8.89,27.44,90,75,All Grain
First citrus ipa,American IPA,18.93,1.082,1.016,8.69,75.74,9.82,9.46,60,35,extract
Galactic Ale - 17l,American IPA,18,1.057,1.011,6.01,42.05,7.22,19,60,68,All Grain
IDP IPA,American IPA,22,1.063,1.013,6.65,47.54,11.23,7.5,60,75,Partial Mash
Apricot Ale,American IPA,7.5,1.058,1.015,5.75,46.91,10.29,11,60,35,extract
Lewis Hop Experiment,American IPA,11.5,1.059,1.017,5.6,70.67,12.63,11.5,60,35,extract
Humpadilo's IPA,American IPA,41.64,1.062,1.012,6.52,58.46,9.16,49.21,60,83,All Grain
The Doctor,American IPA,20.8,1.067,1.012,7.25,61.05,5.07,28.5,60,75,BIAB
JULIUS  (clone),American IPA,20.82,1.066,1.018,6.34,81.3,4.81,28.39,60,80,All Grain
Hop Standard East Coast IPA,American IPA,20.82,1.056,1.014,5.5,80.56,7.26,28.39,60,61,All Grain
Pirate Punk IPA v3,American IPA,20,1.057,1.01,6.23,43.91,6.57,24,60,66,All Grain
Two Trumpeters Watermelon IPA,American IPA,20,1.03,1.007,3.04,74.86,10.87,28.5,60,35,All Grain
C-60F Experimental,American IPA,18.93,1.074,1.022,6.76,249.4,13.27,9.46,60,30,extract
Easy B Juicy Pale,American IPA,37.85,1.046,1.01,4.66,32.49,8.01,49.21,60,70,All Grain
Incoming Relatives IPA,American IPA,20.82,1.068,1.018,6.58,117.04,11.56,11.36,60,35,extract
Dead Red IPA,American IPA,18.93,1.063,1.021,5.73,66.29,15.84,28.39,90,70,All Grain
Dickole Hop Harvest,American IPA,24,1.068,1.016,6.84,61.66,13.12,28.5,60,90,All Grain
Rebel Yell,American IPA,20,1.054,1.01,5.85,40.17,9.48,25.5,60,71,All Grain
Black IPA 1  poor man's dry hop,American IPA,21.77,1.062,1.011,6.64,90.24,28.62,26.5,60,35,extract
FWH IPA,American IPA,18.93,1.072,1.017,7.2,40.28,8.06,18.93,90,70,All Grain
Zombie Clone,American IPA,22.71,1.066,1.017,6.36,46.71,8.5,30.28,60,75,All Grain
Galaxy Red-X SMaSH,American IPA,18.93,1.06,1.014,6.07,56.56,14.96,28.39,60,70,All Grain
Bob Hobbit,American IPA,6.6,1.073,1.018,7.16,53.25,11.17,7.59,90,70,All Grain
Eddy the Extract Elephant (ageys sister),American IPA,18.93,1.073,1.02,6.89,76.36,11.91,22.71,60,50,extract
Zesta Punta IPA,American IPA,20.82,1.073,1.017,7.37,68.5,12.21,26.35,60,63,All Grain
No Pants IPA,American IPA,20.82,1.056,1.016,5.16,58.71,10.32,26.31,60,60,All Grain
Fist Fight IPA,American IPA,20.82,1.069,1.019,6.55,61.06,9.42,24.61,60,75,All Grain
Plinian Legacy All grain,American IPA,22.71,1.066,1.016,6.65,0,6.57,28.39,90,70,All Grain
Fastball IPA,American IPA,11.36,1.06,1.016,5.71,67.23,10.16,15.14,60,70,BIAB
Ahtanum IPA,American IPA,41.64,1.072,1.015,7.41,130.06,12.79,49.21,60,52,All Grain
The Girl Who Waited,American IPA,20.82,1.071,1.018,7.01,52.51,18.38,11.36,60,70,Partial Mash
More Than A Four,American IPA,26.5,1.046,1.011,4.63,72.35,8.47,35.39,60,75,All Grain
Longshadow CDA,American IPA,60.57,1.07,1.022,6.21,69.31,36.99,70.03,60,80,All Grain
Poolside IPA,American IPA,45.42,1.074,1.012,8.21,56.99,5.66,53,60,81,All Grain
Tattoo Remover ISA,American IPA,18.93,1.046,1.012,4.45,37.95,8.15,26.5,60,70,All Grain
Nelson IPA,American IPA,10,1.067,1.013,7.08,288.85,6.93,18,60,70,All Grain
Bells Two Hearted Ale Clone,American IPA,20.82,1.066,1.011,7.25,61.03,5.88,27.07,60,70,BIAB
Man in Black IPA,American IPA,18.93,1.072,1.018,7.04,59.52,40,28.39,60,70,All Grain
Milk shake ipa,American IPA,20,1.096,1.032,8.41,67.79,11.34,27,90,70,Partial Mash
Viktorias Hemmelighet V4,American IPA,50,1.06,1.01,6.54,52.37,6.97,50,90,75,All Grain
Rye Pale,American IPA,20.82,1.06,1.017,5.72,61.09,4.81,28.39,60,65,All Grain
Brio Ipa Juicy,American IPA,21,1.068,1.016,6.85,82.21,5.2,28.5,60,70,All Grain
The Incredible IPA,American IPA,26.5,1.066,1.018,6.36,56.01,5.72,28,60,92,All Grain
Red,American IPA,650,1.056,1.013,5.71,113.28,22.66,700,60,60,All Grain
Know the Ledge,American IPA,41.6,1.061,1.011,6.6,51.57,4.98,52.8,60,84,All Grain
IPA 14.02.18,American IPA,26,1.063,1.011,6.86,103.47,11.27,31,60,70,All Grain
Single Hop IPA - Mosaic,American IPA,27,1.069,1.013,7.47,126.07,7.97,35,60,70,BIAB
Backstage IPA,American IPA,1950,1.057,1.014,5.58,49.75,7.07,2000,60,80,All Grain
Stone Ruination clone,American IPA,22.71,1.072,1.016,7.3,125.14,5.6,28.39,60,75,All Grain
IPA Harvest Wet cascade hops,American IPA,45,1.058,1.011,6.15,59.78,11.21,30,60,60,BIAB
